user_id,UserSalesTotal,BaseStation,LaunchButton,StatusIndicatorSm,StatusIndicatorLg,StatusIndicatorMd,Dashboard,Alarm,DashboardMonitor,SignalAmplifier,SpyCamera,Remote,CouponCode1,CouponCode2,CouponCode3
219872687,3621,0,0,3,0,0,0,0,6,0,0,0,0,0,0
224893725,3612,0,0,0,0,0,0,0,7,1,0,0,0,0,0
223198119,3605,0,1,2,0,1,0,1,3,0,0,0,0,0,0
224307271,3596,0,0,4,0,2,2,0,3,0,0,0,0,0,0
225547477,3582,0,2,0,0,2,0,2,0,2,0,0,0,0,0
225949241,3576,0,1,0,4,2,0,1,0,0,0,0,0,0,0
224899291,3575,0,1,1,2,4,0,1,0,0,0,0,0,0,0
225622365,3572,0,0,0,6,0,2,0,1,0,0,0,0,0,0
221863797,3542,0,0,0,0,0,3,0,5,0,0,0,0,0,0
224767225,3536,0,0,6,2,4,1,0,0,0,0,0,0,0,0
222110219,3535,0,0,1,2,0,3,0,3,0,0,0,0,0,0
223119183,3526,0,1,0,1,3,1,1,1,0,0,0,0,0,0
225107763,3514,0,0,0,0,0,0,0,7,0,0,0,0,0,0
223622147,3514,0,0,0,0,0,0,0,7,0,0,0,0,0,0
220973237,3514,0,0,0,0,0,0,0,7,0,0,0,0,0,0
225531791,3514,0,0,0,0,0,0,0,7,0,0,0,0,0,0
226214891,3505,0,1,6,4,0,0,0,0,0,0,0,0,0,0
226256383,3504,0,1,0,0,0,0,1,4,1,0,0,0,0,0
222143615,3497,0,1,2,3,0,0,1,1,0,0,0,0,0,0
225144195,3495,0,3,0,0,0,0,2,0,0,0,0,0,0,0
223554849,3494,0,2,1,1,1,0,0,1,0,1,0,0,0,0
223988997,3494,0,1,0,0,2,0,1,3,0,0,0,0,0,0
222968395,3491,0,2,1,3,0,0,1,0,0,0,0,0,0,0
222488707,3484,0,2,0,0,3,0,1,1,0,0,0,0,0,0
225319271,3462,0,2,0,0,0,6,0,0,0,0,0,0,0,0
224293609,3458,0,1,7,0,1,0,1,0,0,0,1,0,0,0
225099161,3411,0,2,4,0,0,0,1,1,0,0,0,0,0,0
223151567,3406,0,1,0,0,0,0,0,4,0,1,0,0,0,0
226145063,3406,0,1,0,0,0,0,1,4,0,0,0,0,0,0
224269321,3406,0,2,0,0,0,0,0,4,0,0,0,0,0,0
224511189,3406,0,1,0,0,0,0,1,4,0,0,0,0,0,0
224390761,3378,0,0,2,6,2,0,0,0,0,0,0,0,0,0
222275681,3364,0,2,0,0,2,4,0,0,0,0,0,0,0,0
224893219,3356,0,0,0,0,0,1,0,6,0,0,0,0,0,0
226297875,3356,0,0,0,0,0,1,0,6,0,0,0,0,0,0
224623015,3356,0,0,0,0,0,1,0,6,0,0,0,0,0,0
222228623,3356,0,0,0,0,0,1,0,6,0,0,0,0,0,0
222414831,3356,0,0,0,0,0,1,0,6,0,0,0,0,0,0
225613763,3356,0,0,0,0,0,1,0,6,0,0,0,0,0,0
221775247,3336,0,0,0,3,1,1,0,3,0,0,0,0,0,0
221711491,3334,0,0,3,3,2,1,0,1,1,0,0,0,0,0
225602125,3303,0,1,2,1,0,0,1,2,1,0,0,0,0,0
218762523,3300,0,2,2,0,0,0,2,0,1,0,0,0,0,0
224439843,3287,0,1,0,0,3,0,1,2,0,0,0,0,0,0
222417361,3286,0,0,3,6,1,0,0,0,0,0,0,0,0,0
221871387,3282,0,0,2,1,2,2,1,1,0,0,0,0,0,0
225628437,3278,0,1,2,0,0,4,1,0,1,0,0,0,0,0
223278067,3277,0,0,0,3,3,0,1,1,0,0,0,0,0,0
222853027,3276,0,2,1,1,2,2,0,0,0,0,0,0,0,0
223940421,3270,0,1,0,1,5,0,1,0,0,0,0,0,0,0
222374857,3248,0,1,0,0,0,1,1,3,0,0,0,0,0,0
225387075,3226,0,0,0,0,0,5,0,3,0,0,0,0,0,0
224964059,3215,0,0,1,0,0,0,0,6,0,0,0,0,0,0
220845725,3209,0,0,0,0,0,0,1,5,0,0,0,0,0,0
222894013,3203,0,1,5,1,2,0,0,1,0,0,0,0,0,0
224519791,3202,0,2,2,0,0,0,0,0,0,2,0,0,0,0
225861197,3202,0,2,2,0,0,0,2,0,0,0,0,0,0,0
222274669,3201,0,1,3,1,1,0,1,1,0,0,0,0,0,0
224786959,3198,0,0,0,0,0,2,0,5,0,0,0,0,0,0
226268527,3197,0,1,3,0,2,0,1,1,1,0,0,0,0,0
221973093,3193,0,3,0,1,0,0,1,0,0,0,0,0,0,0
219789197,3179,0,0,0,6,0,0,1,0,1,0,0,2,2,4
221342111,3178,0,1,1,1,4,0,1,0,0,0,0,0,0,0
224138267,3178,0,2,0,0,2,2,0,1,0,0,0,0,0,0
222631399,3171,0,0,0,1,6,0,0,2,0,0,0,0,0,0
221354255,3145,0,0,2,1,1,1,1,2,0,0,0,0,0,0
222383459,3143,0,1,0,1,0,1,1,2,0,0,0,0,0,0
222735635,3138,0,1,3,3,1,1,0,0,0,0,0,0,0,0
221985743,3129,0,0,0,3,0,0,2,0,2,0,1,0,0,0
223857943,3112,0,1,5,0,0,0,1,0,0,1,0,0,0,0
222685035,3106,0,0,8,2,0,2,0,0,0,0,0,0,0,0
223156121,3105,0,0,4,0,2,0,1,2,0,0,0,0,0,0
221978659,3100,0,1,2,2,0,0,1,1,0,0,0,0,0,0
222691107,3089,0,1,3,3,2,0,0,0,0,0,0,0,0,0
225536851,3080,0,1,0,0,4,0,1,1,0,0,0,0,0,0
222593955,3077,0,1,0,2,3,0,1,0,0,0,0,0,0,0
222322739,3077,0,1,0,2,3,0,1,0,0,0,0,0,0,0
223819993,3076,0,1,1,0,5,0,1,0,0,0,0,0,0,0
222629375,3051,0,1,0,0,0,1,0,4,0,0,0,0,0,0
223584703,3033,0,1,2,0,3,1,0,0,0,1,0,0,0,0
218973019,3028,0,1,9,0,0,0,0,1,0,0,0,0,0,0
224448445,3012,0,0,0,0,0,0,0,6,0,0,0,0,0,0
223823535,3012,0,0,0,0,0,0,0,6,0,0,0,0,0,0
222800403,3012,0,0,0,0,0,0,0,6,0,0,0,0,0,0
226271057,3012,0,0,0,0,0,0,0,6,0,0,0,0,0,0
221744381,3012,0,0,0,0,0,0,0,6,0,0,0,0,0,0
223408615,3012,0,0,0,0,0,0,0,6,0,0,0,0,0,0
225134581,3010,0,0,9,1,2,0,0,0,2,0,0,0,0,0
225416929,3007,0,2,4,0,0,0,1,0,1,0,0,0,0,0
224907893,3003,0,1,5,0,2,0,1,0,0,0,0,0,0,0
222834811,3001,0,2,3,0,1,0,1,0,0,0,0,0,0,0
224686265,2999,0,2,1,0,0,0,2,0,0,0,0,0,0,0
224790501,2994,0,1,3,1,2,0,1,0,0,0,0,0,0,0
223769899,2994,0,1,3,1,2,0,1,0,0,0,0,0,0,0
225525213,2991,0,0,2,2,1,0,2,0,1,0,0,0,0,0
224809729,2985,0,1,1,2,2,0,1,0,0,0,0,0,0,0
222787247,2982,0,0,1,7,0,0,0,0,0,0,0,0,0,0
222463913,2978,0,0,1,3,3,0,1,0,0,0,0,0,0,0
225504973,2961,0,0,3,0,0,1,0,4,0,0,0,0,0,0
224562801,2942,0,1,1,1,0,1,1,1,1,0,0,0,1,0
220757681,2941,0,1,3,0,2,1,0,0,0,1,0,0,0,0
219871675,2932,0,1,0,0,0,3,1,1,0,0,0,0,0,0
223838209,2918,0,0,1,3,4,1,0,0,0,0,0,0,0,0
223967239,2911,0,1,6,0,1,0,1,0,0,0,0,0,0,0
222910711,2911,0,0,6,3,0,0,0,1,0,0,0,0,2,1
223193059,2910,0,0,1,0,0,0,1,4,0,0,0,0,0,0
226822091,2908,0,1,5,1,0,0,1,0,1,0,0,0,0,0
222112749,2907,0,0,0,1,0,0,0,5,0,0,0,0,0,0
224462613,2900,0,1,1,0,1,0,1,2,0,0,0,0,0,0
220855845,2900,0,2,2,1,0,0,1,0,0,0,0,0,0,0
220299751,2896,0,1,2,0,2,0,1,1,0,0,0,0,0,0
222718431,2896,0,1,3,4,0,0,0,0,0,0,0,0,0,0
226223999,2894,0,2,0,0,0,0,2,0,1,0,0,0,0,0
225394665,2893,0,1,2,2,1,0,1,0,0,0,0,0,0,0
222566631,2892,0,1,3,0,3,0,1,0,0,0,0,0,0,0
222809511,2890,0,2,1,0,2,0,1,0,0,0,0,0,0,0
222512489,2884,0,1,0,3,1,0,1,0,0,0,0,0,0,0
222085425,2883,0,2,1,1,3,0,0,0,0,0,0,0,0,0
222759417,2882,0,0,0,0,0,4,0,3,0,0,0,0,0,0
223600389,2873,0,1,0,0,5,0,1,0,0,0,0,0,0,0
222695155,2869,0,1,0,2,2,2,0,0,1,0,0,0,0,0
225087017,2854,0,0,0,0,0,1,0,5,0,0,0,0,0,0
222388519,2854,0,0,0,0,0,1,0,5,0,0,0,0,0,0
225451337,2854,0,0,0,0,0,1,0,5,0,0,0,0,0,0
224776333,2854,0,0,0,0,0,1,0,5,0,0,0,0,0,0
225104727,2854,0,0,0,0,0,1,0,5,0,0,0,0,0,0
225369871,2836,0,1,2,0,2,1,1,0,1,0,0,0,0,0
223068077,2808,0,1,2,0,0,0,0,2,0,1,0,0,0,0
224713083,2805,0,0,0,0,1,0,0,5,0,0,0,0,0,0
223416205,2801,0,1,2,1,1,0,0,2,0,0,0,0,0,0
225163929,2801,0,1,3,2,0,0,1,0,0,0,0,0,0,0
222567643,2796,0,2,0,0,0,0,2,0,0,0,0,0,0,0
221493911,2796,0,2,0,0,0,0,2,0,0,0,0,0,0,0
225431603,2792,0,0,1,3,0,0,2,0,0,0,0,0,0,0
223871099,2791,0,1,2,1,2,0,0,0,0,1,0,0,0,0
223957119,2789,0,2,0,1,1,0,0,0,0,1,0,0,0,0
226169351,2787,0,1,2,0,1,2,1,0,0,0,0,0,0,0
222000923,2785,0,1,0,0,3,0,1,1,0,0,0,0,0,0
221839509,2785,0,1,0,0,3,0,1,1,0,0,0,0,0,0
221895169,2782,0,1,0,2,2,0,1,0,0,0,0,0,0,0
226570609,2771,0,1,0,2,4,0,0,0,1,0,0,0,0,0
225562657,2752,0,0,0,0,0,8,0,0,0,0,0,0,0,0
225605161,2745,0,1,0,0,0,1,0,3,2,0,0,0,0,0
222905145,2744,0,0,4,4,0,1,0,0,0,0,0,0,0,0
223578125,2738,0,1,2,0,2,1,1,0,0,0,0,0,0,0
223515887,2725,0,1,0,0,1,3,0,0,0,1,0,0,0,0
222564607,2724,0,0,0,0,0,5,0,2,0,0,0,0,0,0
222859099,2720,0,1,8,1,0,0,0,0,0,0,0,0,0,0
225938109,2714,0,1,6,0,0,0,1,0,1,0,0,0,0,0
225559621,2712,0,1,4,0,0,0,1,1,0,0,0,0,0,0
223496659,2708,0,1,5,0,1,0,1,0,0,0,0,0,0,0
223564969,2707,0,1,0,0,0,0,0,4,0,0,0,0,0,0
224332065,2706,0,1,3,0,0,0,1,0,0,1,0,0,0,0
224148893,2706,0,2,3,0,0,0,1,0,0,0,0,1,1,0
222816089,2705,0,1,4,1,0,0,1,0,1,0,0,0,0,0
221738815,2703,0,1,2,1,0,0,1,1,0,0,0,0,0,0
226557959,2700,0,1,0,1,0,0,0,3,1,0,0,0,0,0
224242503,2699,0,1,3,1,1,0,1,0,0,0,0,0,0,0
221964997,2699,0,1,3,1,1,0,1,0,0,0,0,0,0,0
221321365,2697,0,3,1,1,0,0,0,0,0,0,0,0,0,0
220275463,2696,0,0,0,0,0,2,0,4,0,0,0,0,0,0
222046969,2696,0,0,0,0,0,2,0,4,0,0,0,0,0,0
224558753,2696,0,0,0,0,0,2,0,4,0,0,0,0,0,0
225363293,2695,0,1,3,0,2,0,1,0,1,0,0,0,0,0
224042633,2690,0,0,0,1,2,0,0,2,0,1,0,0,0,0
225990733,2689,0,1,2,0,3,0,1,0,0,0,0,0,0,0
222179035,2687,0,2,0,0,2,0,1,0,0,0,0,0,0,0
225442735,2687,0,1,0,3,0,0,1,0,1,0,0,0,0,0
223897917,2687,0,2,0,0,2,0,1,0,0,0,0,0,0,0
224448951,2686,0,1,0,0,1,2,0,2,0,0,0,0,0,0
225258045,2684,0,1,0,5,0,0,0,0,0,0,0,0,0,0
222052029,2683,0,1,1,3,2,0,0,0,0,0,0,0,0,0
224363437,2676,0,0,1,4,3,0,0,0,0,0,0,0,0,0
222006995,2676,0,1,0,0,2,2,1,0,0,0,0,0,0,0
222904639,2662,0,0,4,0,0,1,0,3,0,0,0,1,0,1
224644267,2654,0,1,6,0,1,1,0,0,1,0,0,0,0,0
222089473,2647,0,0,5,0,0,3,0,1,1,0,0,0,0,0
225198843,2643,0,1,2,1,0,1,1,0,1,0,0,0,0,0
224999985,2611,0,1,2,0,0,0,0,3,0,0,0,0,0,0
223153591,2607,0,2,4,1,0,0,0,0,0,0,0,0,0,0
222907675,2607,0,1,4,1,0,0,1,0,0,0,0,0,0,1
225300043,2603,0,1,4,0,1,0,1,0,1,0,0,0,0,0
220900373,2601,0,1,2,0,1,0,1,1,0,0,0,0,0,0
222914759,2598,0,1,2,2,0,0,1,0,0,0,0,0,0,0
225707373,2598,0,1,2,2,0,0,1,0,0,0,0,0,0,0
223956107,2598,0,1,2,2,0,0,1,0,0,0,0,0,0,0
224961529,2598,0,1,2,2,0,0,1,0,0,0,0,0,0,0
222864159,2598,0,1,2,2,0,0,1,0,0,0,0,0,0,0
224347245,2598,0,1,2,2,0,0,1,0,0,0,0,0,0,0
223178385,2597,0,1,3,0,2,0,0,0,0,1,0,0,0,0
225211999,2596,0,1,4,1,2,0,0,0,1,0,0,0,0,0
222117303,2595,0,0,0,2,1,0,0,3,0,0,0,0,0,0
225293465,2594,0,1,2,1,1,0,1,0,1,0,0,0,0,0
222430011,2593,0,0,4,3,2,0,0,0,0,0,0,0,0,0
225374931,2592,0,2,0,1,0,0,1,0,1,0,0,0,0,0
222116291,2589,0,1,0,3,0,0,1,0,0,0,0,0,0,0
223007357,2589,0,1,0,3,0,0,1,0,0,0,0,0,0,0
224218215,2588,0,1,1,1,2,0,1,0,0,0,0,0,0,0
222122869,2588,0,1,1,1,2,0,1,0,0,0,0,0,0,0
224104365,2588,0,1,1,1,2,0,1,0,0,0,0,0,0,0
225882449,2588,0,1,0,0,2,0,1,1,1,0,0,0,0,0
225028321,2588,0,1,0,0,0,2,1,1,0,0,0,0,0,0
226171375,2588,0,1,1,1,2,0,1,0,0,0,0,0,0,0
224458565,2587,0,1,1,1,0,2,0,1,1,0,0,0,0,0
218670937,2585,0,1,0,2,2,0,0,1,0,0,0,0,0,0
224670579,2584,0,1,1,0,4,0,0,1,0,0,0,0,1,0
224244527,2578,0,1,0,0,4,0,0,0,0,1,0,0,0,0
222998249,2578,0,1,0,0,4,0,1,0,0,0,0,0,0,0
221931095,2574,0,0,0,2,2,1,0,1,0,0,1,0,0,0
223151061,2567,0,0,0,0,4,2,1,0,0,0,0,0,0,0
221386133,2554,0,2,4,0,0,1,0,0,0,0,0,0,0,0
221403337,2549,0,1,0,0,0,1,0,3,0,0,0,0,0,0
224502587,2549,0,1,0,0,0,1,0,3,0,0,0,0,0,0
224816307,2549,0,0,6,1,2,1,0,0,0,0,0,0,0,0
223428855,2549,0,1,0,0,0,1,0,3,0,0,0,0,0,0
222364737,2549,0,1,0,0,0,1,0,3,0,0,0,0,0,0
224098293,2549,0,0,0,0,0,1,1,3,0,0,0,0,0,0
222819125,2545,0,1,2,1,0,1,1,0,0,0,0,0,0,0
224637183,2538,0,0,0,0,0,3,0,3,0,0,0,0,0,0
223744599,2526,0,1,9,0,0,0,0,0,0,0,0,0,0,0
219581231,2510,0,0,0,0,0,0,0,5,0,0,0,0,0,0
220655469,2510,0,0,0,0,0,0,0,5,0,0,0,0,0,0
224936735,2510,0,0,0,0,0,0,0,5,0,0,0,0,0,0
225389099,2510,0,0,0,0,0,0,0,5,0,0,0,0,0,0
224263249,2510,0,0,0,0,0,0,0,5,0,0,0,0,0,0
224849197,2510,0,0,0,0,0,0,0,5,0,0,0,1,0,0
220078123,2510,0,0,0,0,0,0,0,5,0,0,0,0,0,0
225259563,2505,0,1,4,0,1,0,0,0,0,1,0,0,0,0
223695517,2505,0,1,4,0,1,0,0,0,0,1,0,0,0,0
223747129,2505,0,1,4,0,1,0,1,0,0,0,0,0,0,0
224487913,2503,0,2,2,0,0,0,1,0,0,0,0,0,0,0
222039379,2503,0,2,2,0,0,0,1,0,0,0,0,0,0,0
223452637,2499,0,1,3,3,0,0,0,0,0,0,0,0,0,0
224616437,2496,0,1,2,1,1,0,0,0,0,1,0,0,0,0
223472877,2496,0,1,2,1,1,0,0,0,0,1,0,0,0,0
223078197,2496,0,1,2,1,1,0,1,0,0,0,0,0,0,0
223424301,2496,0,1,2,1,1,0,1,0,0,0,0,0,0,0
225269683,2492,0,1,2,0,2,0,1,0,1,0,0,0,0,0
225310669,2492,0,1,2,0,2,0,1,0,1,0,0,0,0,0
222036849,2490,0,1,0,0,2,0,1,1,0,0,0,0,0,0
222233683,2489,0,0,0,0,1,2,0,3,0,0,0,0,0,0
222289849,2486,0,1,1,0,3,0,1,0,0,0,0,0,0,0
222385483,2461,0,0,0,1,0,6,0,0,0,0,0,0,0,0
225472589,2441,0,2,0,0,0,1,1,0,0,0,0,0,0,0
223326643,2441,0,2,0,0,0,1,0,0,0,1,0,0,0,0
224461095,2438,0,0,4,1,3,1,0,0,0,0,0,0,0,0
225389605,2436,0,1,2,1,2,1,0,0,0,0,0,2,2,3
224679687,2433,0,0,0,1,0,3,0,2,0,0,0,0,0,0
222387001,2432,0,1,2,0,1,3,0,0,0,0,0,0,0,0
225709397,2427,0,0,0,5,0,1,0,0,1,0,0,0,0,0
222334377,2416,0,0,5,1,0,0,0,2,0,0,0,0,0,0
224144845,2413,0,1,5,0,0,0,1,0,0,0,0,0,0,0
218917359,2408,0,0,0,0,0,7,0,0,0,0,0,0,0,0
222020657,2408,0,0,0,0,0,7,0,0,0,0,0,0,0,0
224744455,2408,0,0,0,0,0,7,0,0,0,0,0,0,0,0
222916277,2406,0,1,5,1,1,0,0,0,0,0,0,0,0,0
225065765,2404,0,1,3,1,0,0,1,0,0,0,0,0,0,0
223766357,2404,0,1,3,1,0,0,1,0,0,0,0,0,0,0
222754863,2402,0,1,0,0,0,0,1,2,0,0,0,0,0,0
221426613,2402,0,1,0,0,0,0,0,2,0,1,0,0,0,0
223053403,2399,0,0,5,2,2,0,0,0,0,0,0,0,0,0
222779657,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
222575233,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
223130821,2394,0,2,2,0,2,0,0,0,0,0,0,0,0,0
221977647,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
224799103,2394,0,1,2,0,2,0,0,0,0,1,0,0,0,0
219496223,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
225392641,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
222542849,2394,0,1,2,0,2,0,1,0,0,0,0,1,1,0
224334595,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
221872399,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
222821149,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
225538369,2394,0,1,2,0,2,0,1,0,0,0,0,0,0,0
221797511,2391,0,0,0,0,0,1,0,2,0,1,1,0,0,0
222024199,2385,0,1,0,1,2,0,1,0,0,0,0,0,0,0
223347895,2385,0,1,0,1,2,0,1,0,0,0,0,0,0,0
224547621,2385,0,1,0,1,2,0,1,0,0,0,0,0,0,0
221967527,2385,0,1,0,1,2,0,1,0,0,0,0,0,0,0
222458347,2385,0,2,0,1,2,0,0,0,0,0,0,0,0,0
221185251,2382,0,0,0,6,0,0,0,0,0,0,0,0,0,0
221879483,2381,0,0,0,3,0,1,0,1,0,0,1,0,0,0
222137037,2352,0,0,0,0,0,1,0,4,0,0,0,0,0,0
222541331,2352,0,0,0,0,0,1,0,4,0,0,0,0,0,0
223539669,2352,0,0,0,0,0,1,0,4,0,0,0,0,0,0
225119401,2348,0,0,1,0,1,1,0,3,0,0,0,0,0,0
222463407,2332,0,1,0,0,2,1,1,0,0,0,0,0,0,0
223168265,2332,0,1,0,0,2,1,0,0,0,1,0,0,0,0
222722985,2329,0,0,0,5,0,1,0,0,0,0,0,0,0,0
226071187,2329,0,0,3,0,4,1,0,0,2,0,0,0,0,0
222717925,2309,0,0,2,1,0,0,0,3,0,0,0,0,0,0
224871967,2306,0,1,2,0,0,0,1,1,0,0,0,0,0,0
222015091,2306,0,1,2,0,0,0,0,1,0,1,0,0,0,0
224588607,2304,0,0,5,0,2,0,0,0,0,1,0,0,0,0
222958781,2303,0,0,0,0,1,0,0,4,0,0,0,0,0,0
222536777,2302,0,1,3,0,1,0,1,0,0,0,0,0,0,0
224286525,2302,0,1,3,0,1,0,1,0,0,0,0,0,0,0
225195301,2299,0,1,2,1,0,0,1,0,1,0,0,0,0,0
225026803,2299,0,1,2,1,0,0,1,0,1,0,0,0,0,0
223180915,2299,0,1,2,1,0,0,1,0,1,0,0,3,0,2
223196095,2299,0,1,2,1,0,0,1,0,1,0,0,0,0,0
226058537,2299,0,1,2,1,0,0,1,0,1,0,0,0,0,0
